,Category,Tweet
348,flood,"A flood in Sierra Leone made thousands homeless, Kids Compassion Charity is already using our EnlightAID platform to raise funds and help the victims. Read about this project: link in bio. —

Una inundación en Sierra Leone dejó a miles de personas sin hogar, Kids Compassion Charity ya está utilizando nuestra plataforma EnlightAID para recaudar fondos y ayudar a las víctimas. Lee sobre este proyecto: link en bio. —

Kids Compassion Charity i Sierra Leone bruker den norske plattformen EnlightAID, av den enkle grunn at donorer sjelden stoler på veldedige organisasjoner og ønsker å se at pengene når frem. Se historien om prosjektet: link i bio. —

#Startup #FightCorruption #aid #charity #SocialBusiness #oslo #norway #norge #chile #instachile #chilegram #oslove #instagram #donate #NorwegianStartup #InternationalStartup #EnlightAID #transparency #techforgood #SierraLeone #NaturalDisaster"
349,flood,"“Bank Full II”
River Cocker in full flood after 6” of heavy rain overnights get from former Hurricane Nate, flowing past “The Honest Lawyer” restaurant in Cockermouth.
#rivercocker #spate #river #cockermouth #thehonestlawyer #floodwater #cumbria"
350,flood,"That's quite the puddle ☔️😵.
#rainydays #naturaldisaster #hurricane #help #everydollarcounts #streetshot #swimmingpoolfun #exotic #carfails #cringe #destroy #brave #stilstanding #fight #workout #invincible #meanmachine #ridingdirty #brand #dangerous #force #riskybusiness #positivevibes #sorrynotsorry #rip #joke #love #youtube #reality #grey
-
📷 creds to @carsfails"
351,flood,The Gonzalez family loads boats with valuables from their Bonita Springs home following major flooding which put the Bonita Commons neighborhood and others under waist deep water. The Gonzalez family had evacuated to Alabama prior to Hurricane Irma and returned on the morning of September 12 to rescue what they could from their home. #flooding #bonitasprings #hurricaneirma #floodwater #florida #family #disaster #photojournalism #onassignment #fujifilm #myfujifilm #gettyreportage #reportagespotlight
352,flood,Baby in Flood #fantasy #blackandwhitephoto #doll #floodwater #model #kareninawig #stairways ##floodinhouse
353,flood,"@Regranned from @tvshowthebooth -  Much of Puerto Rico is still without power, water, phones, and internet several weeks after a major hurricane slammed into the island. DONATE at TIDAL.com/PuertoRico to give direct help to those in needs. Planes of aid are being sent to help those who are not being reached by FEMA. This is a serious crisis and electricity is not expected to be restored until December 15th. Some people are forced to drink potentially hazardous water. Find it in your heart to donate. 
________________________________________________
LINK TO DONATE IS IN OUR BIO ABOVE
________________________________________________

#DonatePuertoRico #HurricaneHelpPuertoRico 
#RedCross #FEMA #NaturalDisaster #HurricaneMaria #PuertoRico #HelpPuertoRico
#WeAreAllAmericans - #regrann  #prflagsup #puertoricanflagsup @puertoricanflagsup"
354,flood,"Costa Rica right now.... Mother nature please don't cry anymore 😟. Things are not looking good... fe y fuerza mis hermanos 💚
#costarica #puravida #earth #ticos #fuerza #fe #disasters #2017 #cr"
355,flood,Flooding at the Bridgeport Park. #toomuchrain #flooding #river #bridgeportwv #flood #floodwater #wvflood #floodwaters #park #bikeride #park #bridgeportpark
356,flood,#offroad #watersplash #duke #ktm #200 #floodwater #slowmotion #iphone7  #entekottayam @onlyduker @ktm__dukes  @ktm_boys_ktm_girls
357,flood,#Accrafloods
358,flood,#accrarains #accrafloods my side of the story
359,flood,#flood #flooding #floodings #floods #floodseason #floodwater #floodinginstagramwithcutepicsofzeus #floodsinpakistan
360,flood,Flash back #hurricanesandy #mnm #mnmsocialmedia #socialmedia #socialmediamarketing #socialmediamanager #work #workhard #playhard #success #entrepreneur  #longisland #newyork #dailyquote #entrepreneur  #askhow #nofilter  #love #quotes #motovation #northport #longislandsound
361,flood,Raging river #burnsall #floodwater #floodgates
362,flood,Sea level rise through the years. Increasing at a rapid rate. Reaching until house level. #destruction #sealevelrise
363,flood,"Hi my lovelies, check out My first hand experience of the #AccraFloods & fire on the blog www.theonlywayisghana.com or click link in bio.
I thank God that I live to tell the tale, after so many people just like me lost their lives. May their souls rest in peace ❤️😢🙏 #pray4accra #pray4ghana #picoftheday #prayforaccra #PrayingForAccra #PrayingForGhana #instabest #sadbuttrue #sadtimes #theonlywayisghana #the233way #onlyinghana #accrafloods #Africa #rainyseason #Ghana #ghanalife #supporteachother #sunshinewillcome #thankGod #blessed"
364,flood,#OneYearAgo the base and surrounding areas were impacted by record-breaking flooding from #HurricaneMatthew. Check out these pics from October 2016. #hurricane #storm #flood #rain #MatthewNC #F15 #aviation #aviationphotography #aviationdaily #aviationnerd
365,flood,This weekend marks the 5th Anniversary of Hurricane Sandy.  The following photos were taken by our officers on duty in 2012 when #HurricaneSandy hit North Wildwood.
366,flood,Aerial footage taken by the Coast Guard during search and rescue operations shows the severe flooding across Texas due to Hurricane #Harvey. #hurricane #storm #rain #flood #flooding #floodwater #Texas #CoastGuard #hurricaneharvey Repost @abcnews #hurricaneharvey #floods #rain #texas #staystrong #besafe #prayfortexas 🙏🙏🙏
367,flood,I thought that the flood needed a little bit more coverage!#thanksforfriends #floodwater #loveoutdoors #vermontlife #veryvermont #vermont #goodfriends #lovemylife #getsalittlescarysometimes
368,flood,"""...then Winter said to me, it's too cold to go kayaking and I said, where's my paddle...."" How my stories sorta go.
#kayaking
#whitewater
#blissstick
#daggerkayaks
#newzealand 
#winterkayaking
#abs
#floodwater
#toomanyhashtags
#getmesponsered
#sternsqirt
#boof
#boofingintotheweekend"
369,flood,#Texas #Harvey #hurricaneharvey #hurricane #sad #realshit #blackandwhitephoto #blackandwhitephotography #rescue #photography #photographer #photooftheday
370,flood,"#PrayForGhana 🙏🏾🇬🇭 #Ghana
#AccraFloods #AfricanAndProud #BlackAndProud #BlackPride #BlackLivesMatter #UnapologeticallyBlack #UnapologeticallyAfrican #BlackInAmerica #BlackIsBeautiful #Unity"
371,flood,One of the many buildings damaged by #floodwater.. tens of thousands more homes across #Houston are ruined. The devastation is significant but in pockets. #harvey #harvey2017
372,flood,#hurricaneharvey #flooded #floodzone #floodwater
373,flood,"Anyone up for a swim? This looks so nasty 🤢
.
.
.
#moab #moabutah #moabites #moabrocks #moabfun #moablife #flooding #flood #floodwatch #floodwarning #floodwater #utah"
374,flood,Proud to live in a small town where everybody is holding together in rainy days 💦🌊💪🏼 #keepingtogether #floodwater #mudslinging
375,flood,"The explanation of tonight ya'll : as temperatures rise New Orleans is shifting from a subtropical climate to a tropical one where heavier rainfalls are more frequent. Flash floods are difficult to predict and prepare for. This a symptom of global warming on our city. Add in our city's leadership and infrastructure not keeping up and these are our results. .
.
.
.
.
.
#midcity #neworleans #nola #lousianna #flashflood #flooding #weather #rain #floodwater #climatechange #globalwarming #tropical #tropicalrain #photojournalism"
376,flood,"regram @abrantepadotcom
An aerial view of the flooding in Accra today. Interesting! 
#accrafloods
Photo credit: Kojo Anan Ankomah"
377,flood,#omg #tamagawa #flood #floodwater #after #typhoon
378,flood,Read our special about the Accra floods on our webpage. http://www.businessworldghana.com/accra-floods-take-bull-horns/  #accrafloods #businessworld #businessworldghana #ghana #cityplanning
379,flood,Key West - Florida  #keywest #floridakeys #hurricane #irmahurricane  #irma #furacao #caribe #tempo #weather #theweather #previsaodotempo #boat #sailboat #evacuation #live #disasters
380,flood,"🙏
#Regrann from @africashowboy -  Kaneshie Market after light rain.

Imagine what will happen after heavy rains.

Photo and Words by Nana Kofi Acquah (www.nkaphoto.com) @africashowboy (Copyright: 2016). #accrafloods #iphone #ghana"
381,flood,"#positivitycourse. #AccraFloods
#AfricanRegentHotel #SpannerJunction #Accra
Kofi Ansah"
382,flood,"The intense flooding in Midcity today 😓
.
.
.
.
.
#midcity #neworleans #nola #lousianna #flashflood #flooding #weather #rain #floodwater #photojournalism #newsphotography"
383,flood,#sandydamage #everythingsjustfine
0,damaged_infrastructure,Cleanup still going on at 22nd and Market for the #buildingcollapse
1,damaged_infrastructure,"If you follow this path, ashes will chase you to me. 
Don't underestimate the power of fire. 
Crazy @trphotographe 🔥📸"
2,damaged_infrastructure,This car (smashed by a redwood log) was just sitting in the parking lot of the One Log Cabin. I would love to know the story behind it. #uhoh #wreckedcar #accident #lol #humboldtredwoods
3,damaged_infrastructure,"A powerful magnitude-7.3 #earthquake has rocked the northern border region between #Iran and #Iraq, killing more than 348 people in Iran and seven in Iraq and injuring thousands more. Local officials said the tolls would rise as search and rescue teams reached remote areas. More than 70,000 people were in need of emergency shelter, the Iranian Red Crescent said. The hardest hit province was #Kermanshah, where three days of mourning have been announced. More than 236 people died in the town of Sarpol-e Zahab, about 10 miles from the Iraq border. Photo by @navid_mohammadi_tarazak 
#everydayKermanshah #everydayIran #everydayMiddleeast #everydayAsia #everydayEverywhere
زلزله‌ای به قدرت ۷.۳ ریشتر نواحی مرزی #ایران و #عراق را به لرزه انداخت. طی این حادثه بیش از ۳۴۸ نفر در ایران و ۷ نفر در عراق کشته و هزاران نفر زخمی شدند. مسئولین محلی می‌گویند با ادامه‌ی جست‌و‌جوها و اعزام تیم‌های نجات به مناطق دور افتاده احتمال بالا رفتن این آمار وجود دارد. به نقل از سازمان هلال‌احمر ایران بیش از ۷۰ هزار نفر نیازمند اسکان‌دهیِ اضطراری هستند. #کرمانشاه میان استان‌هایی که زلزله را حس کردند، بیشترین آسیب را دیده و در آن سه روز عزای عمومی اعلام شده است. بیش از ۲۳۶ تن از کشته‌شده‌ها از ساکنین شهر سرپل‌ذهاب بوده‌اند که در ده مایلیِ مرز عراق واقع است. عکاس: نوید محمدی"
4,damaged_infrastructure,"Aerial drone footage of the June 3rd 2015 Fire and Flood Disaster in Accra, Ghana. This footage was made available to GhanaGist.Com  by Skybyyrd Media; a US/Ghana based Production Company. . . 
#AccraFloods #AccraDisaster #June3 #GhanaGist #SkybyyrdMedia @GhanaGist @OscarYaoDoe @Eurostarlimousine @USEmbassyGhana"
5,damaged_infrastructure,"NIGERIA: At least 16 Killed and 46 Injured after 3 suicide bombers attack the Nigerian village of Konduga, The attack started when 2 Men and 1 Women stormed the village shooting at civilians, then detonated suicide vests at 3 different locations throughout the village, boko haram have claimed responsibility for the attack #nigeria#attack#terrorattack#shooting#bombjng"
6,damaged_infrastructure,"زلزال ""قوي"" يضرب #العراق، ويهزّ #الكويت و #السعودية و #إيران... قتلى وعشرات الجرحى #earthquake #iraq #iran #ksa #saudiarabia #kuwait #annaharnewspaper #annahar"
