case,date,incident_number,incident_type,incident_call_type,cas_event_number,status,address,city,state,zip,county,lat,lng,narrative,units_destroyed,units_major,units_minor,units_affected,num_people_injured,num_people_hospitalized,num_people_deceased,num_adults,num_children,num_families,assistance_given,incident_verified,dispatch_relayed,responders_identified,dat_on_scene,dat_departed_scene
190,2/14/2014,14-0824,fire,hot,1-1FNB5D,closed,337 Saginaw Avenue,Calumet City,IL,60409,Cook,41.627336,-87.557565,"Call from Diamond Barreto (630-506-1201) to report fire that occurred around 2am this morning and destroyed her home. She lives there with her mother and her son. She is staying at a relatives house today but cannot stay there tonight. She is a home owner but does not have insurance on the home. 

DA: Occurred around 2am, client states no one was home. She believes her mother started the fire. Single story single family home - destroyed. Utilities off. Windows boarded up. Clothing not salvageable. Floor covered in boards. Major water damage.

Possibly unserviced client - Kim Barreto (331-250-0124), she is the mother of the client. She would qualify for food, clothing and shelter for one person. Responders suggest if she calls for assistance that it is issued on a seperate CAC due to family fighting. At this time we cannot get in touch with her. 

Cam requesting on call HS to call him. Spoke to Tina Johnston and she will call him.",1,0,0,0,0,0,0,1,1,1,495,2/14/2014 17:14,2/14/2014 17:16,2/14/2014 17:29,2/14/2014 19:47,2/14/2014 21:32
191,2/14/2014,14-0825,fire,hot,1-1FNB5J,closed,3905 Deal Street,East Chicago,IN,46312,Lake,41.64219,-87.438623,"Call from East Chicago PD requesting assistance for 8 displaced (2 adults, 6 children) from fire; police and fire units still on scene.",1,0,1,0,0,0,1,6,8,3,1835,2/14/2014 18:54,2/14/2014 19:01,2/14/2014 19:12,2/14/2014 20:15,2/14/2014 22:10
192,2/14/2014,14-0826,fire,hot,NA,closed,2243 North Lincoln Avenue,Chicago,IL,60614,Cook,41.922994,-87.644771,"Call from DMH Rich Arons to report that he heard this fire over the radio. 3-story, but unknown if commercial or residential. 

309pm - 1 unit affected by fire. Unit 2A. Resident - Patrick Gardner (312-662-8975). Fire started around 1pm; possibly from microwave. Damage  limited to kitchen. Some fire damage to kitchen ceiling and wall, but mostly contained. Client has renters insurance and already filed a claim.  No unserviced clients. 

Unit below (1A) - did not go inside but door was broken. Electricity on. May be some minor water damage but we couldn't tell.

Property mgr: Kass Management (Vito Senese 773-304-7993). Part of Lincoln Park Terrace condo association. They said everyone should be taken care of and ARC assistance not needed.",0,0,0,1,0,0,0,0,0,0,NA,2/14/2014 19:50,2/14/2014 19:52,2/14/2014 19:57,2/14/2014 20:45,2/14/2014 21:05
193,2/14/2014,14-0827,fire,hot,1-1FNB5P,closed,4846 West Fletcher Street,Chicago,IL,60641,Cook,41.938156,-87.74876,"Chicago, IL (Cook County)| Still & Box Fire| 4846 W Fletcher St| U/D: Corr. Address. Fire in an occupied 2 story bldg with rear porches going & exposures| 16:24",0,3,0,0,0,0,0,8,10,3,2115,2/14/2014 22:46,NA,2/14/2014 23:15,2/15/2014 1:22,2/15/2014 4:06
194,2/14/2014,14-0828,fire,hot,NA,closed,206 North Latrobe Avenue,Chicago,IL,60644,Cook,41.884654,-87.756793,"Chicago, IL (Cook County)| Still Alarm Fire| 206 N Latrobe Ave| BN13 o/s fire basement of 2 1/2 story ordinary 25x50, 1 LSO, T29 to the roof| 18:55 

Brenton received information while on scene that the family residing in above location was insured.  Brenton also related that the damage was minor and restricted to the basement of the home and that no services were needed.",0,0,0,1,0,0,0,1,0,0,NA,2/15/2014 1:06,NA,2/15/2014 1:40,2/15/2014 3:14,2/15/2014 3:23
195,2/14/2014,14-0829,fire,hot,NA,closed,108 South Lotus Avenue,Chicago,IL,60644,Cook,41.8792084,-87.7617979,"Chicago, IL (Cook County)| Still Alarm Fire| 108 S Lotus Ave| BN13 o/s fire 3rd floor of 4 story multi-family building 100x100, 1 LSO, T29 to the roof| 19:50 

Fire started on 2nd floor, #108-2. 1 bedroom totally destroyed, 1 bedroom heavily destroyed.  Clients not on scene, left door hanger. Landlord does not have client name or contact info with him, but suggest we call him tomorrow at his office to get client name. 
No furniture in living room.   Hallway closet shows both adults and children shoes. Neither landlord nor neighbors can give an accurate count on how many people lives in apartment.  
Landlord said he has other apartments available for clients to stay in.  Client qualifies for clothing and food if they call for assistance.

108-1, apartment below sustained water damage from upstair's fire unit.  Heat and electricity working in all rooms except the bedroom below the fire.  Inform client that landlord said he has other units for them to move to if they want.   Left referral booklet. 

108-3 were only affected by light smoke and 1  broken window. Landlord was having window board up when we were on scene.  Client does not qualify for ARC service.

2/18/14
Tuesday
Cherica Thrower came in after FD told her to--as not home at time of the fire or when responders were on scene
Lived in unit 2 with 3 children
spoke with building property management & tried to fax confirmation.
Had reciept but no actual ID with address-had fire report.

Eventually food and clothes @
$555 was provided for 4
Approved by SBU Bev and ADMIN Ken",0,0,0,0,0,1,0,1,3,1,555,2/15/2014 1:57,2/15/2014 2:10,2/15/2014 2:34,2/15/2014 3:30,2/15/2014 3:38
196,2/14/2014,14-0830,fire,hot,1-1FNB5V,closed,151 North Laramie Avenue,Chicago,IL,60644,Cook,41.883904,-87.754847,"03/19/14 During survey call on 03/18/14, volunteer checked in on Ms. Consuela Benamon.  Client is in need of mental health follow-up.  Will reach out to MH on call to follow up.

2-11 alarm ems plan 1 fire at 151 N Laramie.  Multiple units and displacements.  1 child DOA injured resident and police officer.  Assistance requested by Michelle at OEMC.

The fire spreaded to adjacenting building 149 N Laramie and 147 N Laramie 6 families displaced from fire. 

Landlord: Rhonda Sterly 862-600-5341. Property managed by Letts Property 630-324-4277.

151 N. Laramie were taped off by police, building still under investigation and not accessible by clients when responders left.   From external DA, building was heavily damaged, all windows out, utilities off. 

149 N. Laramie was heavily water and fire damaged on all floors, clothing not salvageable.  Windows out, utilities off.",3,3,0,4,1,4,1,10,11,7,5618,2/15/2014 1:57,2/15/2014 2:09,2/15/2014 2:30,2/15/2014 3:32,2/15/2014 6:30
197,2/14/2014,14-0831,fire,hot,NA,closed,3421 West Palmer Street,Chicago,IL,60647,Cook,41.920729,-87.712858,"2-story brick residential, multi-unit with basement. Utilities on in building, roof vented, windows out.

All residents had a place to stay and all residents' clothing was salvageable. Landlord (James) unsure of insurance status and his daughter, Heather, may need long term referrals. 

Unserviced clients: 

2nd floor, one unit - 3 adults: 
Paulina Kozuta (239-247-0070)
Leigh Herrera (219-381-7764)
Christine Wurten
DA: Windows knocked out, walls torn out. Roof vented. Clothing salvageable. No fire damage. 

1st floor - 2 adults, 2 children:
James Garaid - owner (847-233-0310)
Heather Badagliacco (773-484-5765) - James's daughter was in process of moving in with James but can stay at previous resident for another three weeks; would qualify for referrals
Heather's children: Aiden Ladoy - age 7 and Hailey - age 3 
James had All State insurance, unsure of his insurance status because it may have been cancelled 
DA: Fire went up through walls. Living room walls torn apart and windows out. Clothing salvageable. 

Basement - 1 or 2 adults:
Brian Stindler (773-997-8185)
Marsha Hill - may or may not have been living there
DA: Fire started in front of basement. Bathroom and bedroom of basement unit completely destroyed. Water damage throughout. Clothing salvageable. 
",0,1,2,0,0,0,0,6,2,3,NA,2/15/2014 2:22,NA,2/15/2014 2:30,2/15/2014 3:42,2/15/2014 4:35
198,2/15/2014,14-0833,fire,hot,1-1FNB61,closed,1910 South Christiana Avenue,Chicago,IL,60623,Cook,41.854975,-87.709344,"Sue Parrish could not be found on the Responder Console but has been identified as a trainee who will be responding.

Call George Papagiotopoulos we get a call from 2nd floor unit last name Ware as situation was fishes. Daughter might try and ask for assistance separately from other.",0,2,1,0,0,0,0,4,2,1,1295,2/15/2014 22:47,NA,2/15/2014 23:09,2/15/2014 23:22,2/16/2014 1:45
199,2/15/2014,14-0835,fire,hot,1-1FNB6H,closed,4508 South Avers Avenue,Chicago,IL,60632,Cook,41.811209,-87.720379,"The fire occurred in a 2-story apartment, starting and confined to the second floor. The first floor residents (Stanley Mroczkowski (773-710-5493) + 2 other adults) own the building and it is insured therefore did not qualify for ARC assistance.",0,1,0,1,0,0,0,1,0,1,50,2/16/2014 1:25,NA,2/16/2014 0:57,2/16/2014 2:50,2/16/2014 4:38
200,2/15/2014,14-0836,fire,hot,NA,closed,3123 Ingalls Avenue,Joliet,IL,60435,Will,41.5437815,-88.1557954,Assistance no longer needed per Battalion Chief. Team in transit was cancelled & no assistance provided.,0,0,1,4,0,0,0,0,0,0,NA,2/16/2014 0:20,NA,2/16/2014 0:42,2/16/2014 1:29,2/16/2014 1:35
201,2/15/2014,14-0837,fire,hot,1-1FNB6N,closed,10406 Dickens Avenue,Melrose Park,IL,60164,Cook,41.917428,-87.885006,"This was initially a 1 alarm industrial fire and grew to a 4 alarm fire. Canteen services were requested and arranged upon approval from staff back up.

The fire later spread to a nearby home and call out was started again.

A total of 4 responders were on scene:
Canteen: Eddie Jaramillo and Stephanie Jaramillo
DAT: Richard McMahon and Steve Meisler",0,0,1,0,0,0,0,3,1,1,315,2/16/2014 0:47,NA,2/16/2014 2:02,2/16/2014 3:41,2/16/2014 5:23
202,2/16/2014,14-0839,fire,hot,NA,closed,8522 South Wallace Street,Chicago,IL,60620,Cook,41.738903,-87.639174,"DA: 
Upstairs destroyed, roof gone, windows out.
power off, 1st fl is salvageable.

Client Ruby Walker (56) 312-282-1343
has State Farm.

(Justin/24, James/56 773-230-0840)
",0,1,0,0,0,0,0,0,0,0,NA,2/16/2014 8:11,2/16/2014 8:15,2/16/2014 8:45,2/16/2014 9:45,2/16/2014 10:15
203,2/16/2014,14-0842,fire,hot,1-1FNL5V,closed,5435 South Justine Street,Chicago,IL,60609,Cook,41.794853,-87.663042,"OECM verified occupied and residential. 2 Apartment fire w/ 5 people displaced.

two cases 

2 story brick apt building. Fire started on the second floor. Electrical fire. 

This building is in foreclosure. the Tia WIlliams (Landlord) 773-253-3239. Unclear if the building has insurance.",0,2,0,0,0,0,0,4,3,2,770,2/16/2014 16:15,2/16/2014 16:21,2/16/2014 16:21,2/16/2014 17:20,2/16/2014 19:32
204,2/16/2014,14-0843,fire,hot,1-1FNL61,closed,3419 West Montrose Avenue,Chicago,IL,60618,Cook,41.960886,-87.713964,"2 story wood frame apartment building.  Fire started in the basement.  Basement apt and 1st floor apt. occupied, attic unoccupied.  Utilities off, windows out.
Landlords: James Limson 773-988-8020, Faraf Khan 773-719-0925.
Assisted one family on scene, then received call from board-up that second family had returned.  Responders went back and provided assistance.",0,2,0,0,0,0,0,3,0,2,745,2/16/2014 20:28,2/16/2014 20:30,2/16/2014 20:36,2/16/2014 21:44,2/16/2014 22:45
205,2/16/2014,14-0844,fire,hot,NA,closed,1818 Raes Creek Drive,Bolingbrook,IL,60490,Will,41.6828969,-88.149313,"2 sty SFH, fire started around 3:00 pm in attached garage.  3 cars burned, 2 BRs above garage had extensive damage.  No utils, windows out, ceilings down.  Clothing from BR's above garage wet, infant's BR also affected.

Homeowners (Leonard and Arlese Cathey) have insurance, but at time of response were not able to reach agent.  If they need assistance and call back, they would qualify for housing & food for 7, infant supplies and clothing for 2 (6 adults, 1 child)",0,1,0,0,0,0,0,6,1,1,NA,2/16/2014 21:38,2/16/2014 23:07,2/16/2014 23:13,2/17/2014 0:04,2/17/2014 1:06
206,2/16/2014,14-0845,fire,hot,NA,closed,16635 South Park Avenue,South Holland,IL,60473,Cook,41.59267,-87.606885,"Fire started in kitchen, under stove.  Roof vented, hole in floor.  Basement completely destroyed. Lots of smoke and water damage throughout.

Residents have renter's insurance. They were able to reach agent to secure hotel.  They also had wallet, car keys, no assistance needed.",0,1,0,0,0,0,0,2,2,1,NA,2/16/2014 22:10,2/16/2014 22:26,2/16/2014 22:35,2/16/2014 23:40,2/17/2014 1:17
207,2/16/2014,14-0846,fire,hot,1-1FNL67,closed,2509 South Keeler Avenue,Chicago,IL,60623,Cook,41.8457,-87.729092,"2 story brick apt bldg. Fire started in rear enclosed porch, quickly spread through 2nd flr unit, which is completely destroyed.  1st & 2nd floor windows out, utilities off, smoker/water damage throughout.  Both families were home at time of fire.

Landlord Jaime Ramirez lives on 2nd flr. 312-647-4860. He has homeowners insurance.  1st flr tenants were renters, no insurance.

Mr. Ramirez's brother and girlfriend were tenants in the basement apartment.",1,2,0,0,0,0,0,5,9,3,970,2/17/2014 1:39,2/17/2014 4:57,2/17/2014 1:54,2/17/2014 2:25,2/17/2014 4:37
208,2/16/2014,14-0848,fire,hot,NA,closed,8471 Country Lane,DeKalb,IL,60115,Dekalb,41.852168,-88.783194,"MENTAL HEALTH FOLLOW-UP REQUESTED FOR CLIENT JOHN BIRCH.

According to client, fire started in spare 2nd floor bedroom. Home was completely destroyed.

Client insured, staying with neighbor (see Case notes).

50 FIREFIGHTERS PROVIDED BEVERAGES AND SNACKS.

Note: This was Trainee Christina Webb's first response.",1,0,0,0,0,0,0,1,0,0,NA,2/17/2014 3:31,NA,2/17/2014 3:41,2/17/2014 4:30,2/17/2014 7:50
209,2/17/2014,14-0849,fire,hot,NA,closed,10100 South Commercial Avenue,Chicago,IL,60617,Cook,41.711686,-87.551931,"No Service provided, client were not at home at the time of fire. Minor damages on both floor. Ceiling slidely ventedon 1st floor 

Favin and Angela Raya are the owner have commerical insurance on property. 

Note: 2nd floor - hoarders so much stuff responders could not get to the back of apt to the kitchen.",0,1,1,0,0,0,0,4,0,2,NA,2/17/2014 17:03,NA,2/17/2014 17:15,2/17/2014 17:53,2/17/2014 18:40
210,2/17/2014,14-0850,fire,hot,1-1FO1F5,closed,241 North Homan Avenue,Chicago,IL,60624,Cook,41.885974,-87.7108669,"Fire started as a mattress fire.

LL  - Glen Brettner (Parkland Realty) 773-227-3800

6 units

243 N Homan NOT affected.

241 N Homan:
3F - Nathaniel Rags (no id, oked by LL) Qualifies for everything, left scene.

2/19/2014
Client called
2F - Deanna White 773-556-6246 (has insurance/decline) minor damage, no power, qualifies for food and shelter.

1F - unk name (not on scene) - no power, qualifies for food and shelter.

1R - Mary Pittman 773-632-6949 some minor water only, doesn't qualify.

2R - Djuna Longstreet 773-250-4605 some minor water only, doesn't qualify. (3a)

3R - Ernastine Walker (3a) 773-494-2527 some minor water only, doesn't qualify.",0,1,5,0,0,0,0,0,0,0,1690,2/18/2014 5:22,NA,2/18/2014 5:30,2/18/2014 7:00,2/18/2014 7:40
211,2/18/2014,14-0852,fire,hot,1-1FO1FB,closed,2919 South Keeley Street,Chicago,IL,60608,Cook,41.840478,-87.653138,"[OC] Duty Notify - Still & Box @ 2919 S Keeley, 3 lines salvaging & overhauling, no exposure, Primary complete & negative, 2 1/2 FR 25x60 occupied...rm
Apatment bulding  multi units with wood frame[OC] Duty Notify - Still & Box @ 2919 S Keeley, has been struck out on the orders of 225...rm 3 unit two story wood frame window broken open roof is vented major damage one unit had major damage other units have minor damage fire started in back of building electrical panel which caught on fire. area homes don't have electric but power is being restores to non effective homes one home had minor damage but declined services landlord is insured for work
",1,0,2,0,0,0,0,6,4,3,1455,2/18/2014 18:30,NA,2/18/2014 18:34,2/18/2014 18:45,2/18/2014 21:49
212,2/18/2014,14-0853,fire,hot,1-1FO1FH,closed,8562 Plainfield Road,Lyons,IL,60534,Cook,41.8142097,-87.8352268,Contact Bob Wahlgren for Damage Assessment,0,1,0,0,0,1,0,1,5,1,1615,2/18/2014 22:00,2/18/2014 22:24,2/18/2014 23:14,2/19/2014 1:20,2/19/2014 2:20
213,2/18/2014,14-0854,fire,hot,1-1FO1FN,closed,141 Sauk Trail,Park Forest,IL,60466,Cook,41.477185,-87.686338,"6:30
Received call from Lt. Ryan Robb at Park forest FD 
Displaced persons from fire at 141 Sauk trail

Family had no phone able to reach through the Lt. At 815 739 1308

Began call out 6:09p

Found trainee Sarah L at 6:15p

Full responder Marty King 6:20p

6:25Gave FD eta

___________________________________
Damage Assessment - Dybsky
Client was not home at the time of the fire, neighbors saw smoke and called FD. FD said fire likely started in master bedroom.
Major Fire Damage: master bedroom
Significant Smoke Damage: entire house
All utilities off.",0,1,0,0,0,0,0,2,2,1,755,2/19/2014 0:03,NA,2/19/2014 0:20,2/19/2014 1:31,2/19/2014 2:40
